Bytes;Flows;Bits per second;Packets per second;Packets (default: input);Source IP address;Destination IP address;Source port;Destination port;Start time – first seen;End time – last seen;Duration;DNS question count;Source country;Destination country
26415716;1;705965;76;22789;10.100.38.242;10.100.39.100;44587;49;17.03.2023 9:07;2023-03-17 09:12:12.004;299.343;0;0;0
152876;1;92532;13;172;prg03s10-in-f8.1e100.net;5.180.196.1;443;21519;17.03.2023 9:07;17.03.2023 9:07;13.217;0;840;203
152876;1;92532;13;172;prg03s10-in-f8.1e100.net;5.180.196.1;443;21519;17.03.2023 9:07;17.03.2023 9:07;13.217;0;840;203
152876;1;92532;13;172;prg03s10-in-f8.1e100.net;5.180.196.1;443;21519;17.03.2023 9:07;17.03.2023 9:07;13.217;0;840;203
1862795;1;763362;68;1338;server-65-9-94-98.prg50.r.cloudfront.net;10.99.16.21;443;51523;17.03.2023 9:08;17.03.2023 9:08;19.522;0;840;0
3725590;1;1526724;137;2676;server-65-9-94-98.prg50.r.cloudfront.net;5.180.196.1;443;51568;17.03.2023 9:08;17.03.2023 9:08;19.522;0;840;203
3725590;1;1526724;137;2676;server-65-9-94-98.prg50.r.cloudfront.net;5.180.196.1;443;51568;17.03.2023 9:08;17.03.2023 9:08;19.522;0;840;203
1862795;1;763362;68;1338;server-65-9-94-98.prg50.r.cloudfront.net;10.99.16.21;443;51523;17.03.2023 9:08;17.03.2023 9:08;19.522;0;840;0
1862795;1;763362;68;1338;server-65-9-94-98.prg50.r.cloudfront.net;10.99.16.21;443;51523;17.03.2023 9:08;17.03.2023 9:08;19.522;0;840;0
3725590;1;1526724;137;2676;server-65-9-94-98.prg50.r.cloudfront.net;5.180.196.1;443;51568;17.03.2023 9:08;17.03.2023 9:08;19.522;0;840;203
572202;1;15396;12;3740;89-190-44-155.cust.selfnet.cz;5.180.196.1;6323;1198;17.03.2023 9:08;17.03.2023 9:13;297.313;0;203;203
572202;1;15396;12;3740;89-190-44-155.cust.selfnet.cz;5.180.196.1;6323;1198;17.03.2023 9:08;17.03.2023 9:13;297.313;0;203;203
572202;1;15396;12;3740;89-190-44-155.cust.selfnet.cz;5.180.196.1;6323;1198;17.03.2023 9:08;17.03.2023 9:13;297.313;0;203;203
4127267;1;111026;11;3410;5.180.196.1;89-190-44-155.cust.selfnet.cz;1198;6323;17.03.2023 9:08;17.03.2023 9:13;297.390;0;203;203
4127267;1;111026;11;3410;5.180.196.1;89-190-44-155.cust.selfnet.cz;1198;6323;17.03.2023 9:08;17.03.2023 9:13;297.390;0;203;203
4127267;1;111026;11;3410;5.180.196.1;89-190-44-155.cust.selfnet.cz;1198;6323;17.03.2023 9:08;17.03.2023 9:13;297.390;0;203;203
29302616;1;782135;92;27608;5.180.196.1;ip4-nat-95-82-132-32.cust.nbox.cz;1198;27107;17.03.2023 9:08;17.03.2023 9:13;299.719;0;203;203
29302616;1;782135;92;27608;5.180.196.1;ip4-nat-95-82-132-32.cust.nbox.cz;1198;27107;17.03.2023 9:08;17.03.2023 9:13;299.719;0;203;203
29302616;1;782135;92;27608;5.180.196.1;ip4-nat-95-82-132-32.cust.nbox.cz;1198;27107;17.03.2023 9:08;17.03.2023 9:13;299.719;0;203;203
